61283293	42.3561028	-71.0965425
61283333	42.3562777	-71.1142097
61317281	42.359239	-71.0871446
61317284	42.3581119	-71.0905168
61317298	42.3697119	-71.1218632
61317300	42.3697113	-71.1215668
61317303	42.3697969	-71.1224585
61317309	42.3697678	-71.122315
61317316	42.3697331	-71.1212386
61317319	42.357373	-71.1151485
61317320	42.3691441	-71.117266
61317321	42.3576696	-71.1152866
61317322	42.3575219	-71.1152215
61317323	42.3695963	-71.1181448
61317325	42.3692644	-71.1174356
61317326	42.3695531	-71.1180116
61317327	42.3572173	-71.1150632
61317329	42.3568149	-71.1147697
61317332	42.3570777	-71.1149728
61317333	42.3588461	-71.1155893
61317334	42.3566223	-71.1145967
61317336	42.3581113	-71.1154243
61317358	42.3717065	-71.1178538
61317371	42.3714192	-71.1170584
61317410	42.3537553	-71.1103867
61317417	42.3540321	-71.1102849
61317442	42.3538865	-71.1108054
61317446	42.3540455	-71.1111251
61317448	42.3539219	-71.1108872
61317493	42.3538547	-71.1105882
61318066	42.3535672	-71.1046257
61318074	42.3607708	-71.0825632
61318087	42.3603265	-71.0838908
61318121	42.3544643	-71.1104899
61318125	42.3546128	-71.1107677
61318126	42.3545789	-71.1106624
61318127	42.3545243	-71.1105632
61318128	42.3544946	-71.1105231
61318532	42.370115	-71.112934
61318535	42.369837	-71.112607
61318539	42.3848297	-71.119457
61318593	42.376391	-71.119306
61318596	42.376838	-71.119747
61318598	42.3764904	-71.1194825
61318599	42.376683	-71.119645
61321259	42.3752652	-71.1185362
61321323	42.3757253	-71.1193837
61321328	42.3759139	-71.1185801
61321330	42.3758061	-71.1185286
61321332	42.3762246	-71.1189921
61321334	42.376009	-71.1186573
61321351	42.376458	-71.119706
61321352	42.376816	-71.119858
61321354	42.376859	-71.119876
61321356	42.377487	-71.120112
61321358	42.377701	-71.12019
61321360	42.376249	-71.119617
61321367	42.385365	-71.119285
61321771	42.3534874	-71.1105129
61321773	42.3535539	-71.1104905
61321841	42.3735054	-71.1332227
61321986	42.3722633	-71.1193483
61322095	42.3682212	-71.0740986
61322096	42.3678444	-71.0744507
61322098	42.3685806	-71.07372
61322106	42.3691392	-71.0731414
61322110	42.3669301	-71.0753347
61322111	42.3632828	-71.0783688
61322113	42.3630497	-71.0783356
61322115	42.363391	-71.0783814
61322119	42.3636015	-71.0783697
61322121	42.3634984	-71.0783822
61322123	42.3637087	-71.078339
61322124	42.3638118	-71.0782949
61322126	42.3639087	-71.0782363
61322128	42.3639986	-71.0781669
61322160	42.3862065	-71.1193138
61322162	42.3865471	-71.1192754
61322171	42.3855566	-71.119381
61322177	42.383786	-71.119569
